Comment,Score
"This is the worst birth control I have ever been on! I am 31 years old and recently had the nexplanon removed. BIG MISTAKE!!! I never write reviews but this birth control is the DEVIL!! While on the nexplanon I never had cramps, bloating, breast tenderness, or horrible mood swings. Glidess I have all these symptoms plus paranoia, and depression. I have been taking these pills for a month and half and never have felt more insecure in my life. The weight gain is an issue as well, I gained 12 pounds within the 1st month. I realized that this birth control was making me feel crazy, anxious  and not myself so I made an app.t for my OBGYN for a better option. I cant wait to throw these pills down the drain. Hope this is helpful.",1
"The first time I took this (prescribed for obstructive sleep apnea) I thought wow, this is the answer! I was awake and alert but didn't feel drugged....I felt on the ball and I hadn't felt like that in forever. The second time I took it I felt extremely tired. I forced myself out of bed but felt extremely depressed and anxious. I took anther tablet not realizing I was having a negative reaction to this drug. I became so tired I stayed in bed all the next day. I felt disorientated and it was as if everything was in slow motion. I could not get out of bed and was more tired than I had ever been in my life. My heart beat was fast and it felt irregular. I started to have negative thoughts and hallucinations. Not good!!!",1
"My original experience with Zoloft was over ten years ago, during a serious depressive episode - it seemed to be effective as a stabilizer.  This past December, a doctor prescribed it again to help pull me out of another down-turn.  Within the course of a month I progressed from severe depression to ultradian mood cycling, which resulted in a nervous breakdown.  The cycling abated within a couple weeks of discontinued treatment with Zoloft. ",1
"I took this drug for three months and it worked wonderfully for the pain. However, after three months, I lost bowel control, which is a possible side effect.",1
"I was recommended the nexplanon after I was told I could no longer take the pill due to my history of blood clots. At first I thought, yay I can just have it in my arm and forget about it! Man was I wrong! My insertion was August 2012. I weighed 184 lbs after having my daughter and I weight 226 now. I had constant mood swings, feelings of depression, brain fog, constant fatigue, super bad acne, and I spotted ALL the time. I don't recommend this to anyone. I never had acne like this before now. I have always struggled with my weight but I was so fatigued all the time I had no motivation to get up and exercise. I ate pretty healthy but it didn't matter. Just getting up and going to work was a struggle. I just had it removed today!",1
"I've been taking Atenolol for years, and though it worked fairly well sometimes, now it's pretty useless.  I get a migraine every other day.  Nothing has changed in my habits.  It's 31 years of migraine and no sign of it slowing down.  Already been through the menopause.",1
"I was prescribed Klonopin for anxiety several months ago. The dose was 0.2 mg up to twice daily.  Never having had it, I quartered a 0.2 mg tablet first dose. Seemed okay until a few hours later and I began coughing like mad. I have asthma.  Klonopin made me cough and increased the thickness of the mucus in my lungs until it was almost impossible to cough it up.  Just to be SURE it was the Klonopin and not something else, I have given it two other tries 1/4 of a 0.2 mg tablet.  Each time the same results.  I looked it up and cough is the 2nd most common side effect. FYI Naproxen and ibuprofen have the same effect on me.",1
"I was on it for 1-2 months. My period reduced to 2 days with spotting for 2 days. I went from being a nice,  timid person to getting angry for no reason towards my partner &amp; friends. I almost quit my job every time I showed up to work. I was tired ALL the time. Backed out of important social engagements. It made my anxiety uncontrollable which made me depressed. I don't recommend this to anyone who has had previous anxiety/depression. It gave me crippling back pain, which I could barely roll out of bed. I got exceptionally hungry to. I've been off it for 6 months now. My sex life &amp; drive is still almost non-existent. Sex is painful, I bleed after sex. Drs don't tell you about any of this &amp; have no clue how to fix it",1
I had paragard for a year and a half and had cramping the whole time with terrible long heavy periods.  The last couple months I had it I was in so much pain I could hardly walk. Went to my doc and she said nothing seemed wrong.  Then the next day I went to the ER and had it removed. It had slipped a little and was causing a lot of discomfort. I will never get an IUD again. I'm lucky I didn't need surgery like some women,1
"This was the worst I wouldn't give this to my dog. I was given this to treat Bipolar II when I was 22. It screwed with my sugar system, kept me near comatose and gave me tics that thankfully went away when I stopped taking it.  I would never take this again.",1
"BE CAREFUL!!  After being on Ortho Evra for 2  years my insurance switched me to Xulane and I got pregnant within the second month of being on it.  My periods were consistent while I was on Ortho, but when I switched to Xulane they became very spotty/unpredictable, not to mention the bloating and cramping I felt.I was on my 3rd month before I realized I was pregnant.  Even though my insurance covered part of the Ortho, I still had to pay $20, with Xulane it was completely free.  But now we know why, you get what you pay for.",1
"Had kidney stone and given a Zofran prescription to take home for nausea - it only made it worse.  Every time I took it I found myself more nauseous after only 1/2 hour.  I chose to stop and had my doctor switch me to a different drug.  I think some people's systems are more sensitive to it than others, especially if they are taking pain medications with the Zoran.",1
"I have a spinal cord injury ; have been taking methadone for nerve pain ; oxycodone for hip pain, over 12 years. Had been using miralax but not as effective as I would like. Doc recommended movantik, I figured it couldn't hurt to try it. Was I ever wrong. The warnings about methadone users is very accurate. Within 2 hrs I was doubled over in pain, in the bathroom nearly 2 hrs while my body cleared out. To the point of practically urinating from my butt. It was excruciating,  cramps, nausea, severe sweating  had a pressure in my head for about 6 hours. I was very ill out of it. I was extremely afraid, pain was so severe I thought something was wrong, was considering going to the ER but couldn't get off the toilet. I think this med is dangerous.",1
"I was given this in an IV (along with Benadryl) in the ER when I had a horrible migraine. The nurse said it would make me tired when she gave it to me at 4 pm. Well I was tired for about 3 min. then the fun began. Like the other poster, I started to feel extremely anxious. I kept tossing and turning in the bed because I felt like I wanted to crawl out of my skin. I had to wait for 2 IV bags to finish before they would let me leave. When I got home I was exhausted but at the same time could not sit still to save my life. I had that &quot;wanting to crawl out of my skin&quot; feeling all night as I paced the house exhausted. I was finally able to fall asleep at 2 am. The next day I was really shaky and still a little bit anxious. ",1
Agree with everyone else. I am glad I didn't pay for it and only had a free trial. It's really useless.  Could tell no difference after using it.  I got more relief from an empty regular pro air (with just some residue coming out!),1
I went to my pharmacy and I asked the pharmacist what can she recommend for a dry cough she said its Delsym. I tell you you will be drowsy....so I didn't mind at all because its a good thing for me I can sleep.  When I took it I was waiting to see  if it was effective  - to my surprise I keep coughing the whole night as if I didn't take any medications....so if a cough product doesn't work for an adult - you shouldn't recommend it.....waste of money!,1
"I started taking Taytulla 2 weeks ago to help prevent more ovarian cysts from popping up. There is not one thing I've liked about this pill. I get TERRIBLE headaches and nausea almost constantly, I've broken out in acne all over my face, I have been suffering with terrible depression/anxiety/lack of interest in anything, and fatigue. I forgot to take it one night and the next morning I woke up with super heavy bleeding. I know the body will react when starting any new medicine, but this is miserable. Would not recommend, ladies!",1
"I've had the nexplanon since November 2012 and I absolutely hate it!!! I have not had a period since I've had it though. My sex drive is down I am depressed, severe mood swings, really bad anxiety, fatigue back pain unable to sleep pretty much all the negative side effects that you can get I have",1
Weight Gain as soon as I started taking Lyrica.,1
"Horrible pill. Went on it after getting my IUD taken out (it was giving me a period every time my husband and I had sex) and the doctor told me it would help me gain an appetite. Instead in the past 3.2 months I've gotten sick 2 times, had one missed period, and the worst period of my life after as a catch up one. I can't take the tiredness, heavy body and constant upset tummy any more.",1
"My husband is in a nursing home with dementia. He was was given this drug as a sleep aid. He is now very confused and his balance is poor. Cannot stand on his own or even with his walker. Falling almost every night. Our family are very concerned about his deterioration since taking this drug. The doctors response was to INCREASE the dosage!!! We told him NO and insisted on removing this drug from his medication. Since stopping this drug, we can see improvement in his condition. It will take time to get it out of his system. I would not recommend this drug to anyone - especially seniors.",1
Oh my goodness. I'm on fire! Don't buy this stuff.,1
"DO NOT EVER TAKE THIS MEDICATION! I've been on this for two weeks &amp; its been two weeks of HELL! My anxiety is through the roof, I'm overly emotional &amp; cry all the time. (No suicidal thoughts though) This pill will make you feel like you have food poisoning or the stomach flu or something. I have headaches, dizziness, an indigestion/heartburn type feeling . I just have this bizarre feeling near my upper stomach/diaphragm, I can't even describe it. I'm constantly gassy whether its through burping or passing gas, stomach cramps  pain, back pain down in &amp; near my pelvis, pain in my lower right abdomen. No appetite. The side effects are worse when I'm at work which makes it very hard to stay at work. Wicked nausea!",1
"I would not recommend this to anyone. I am now 2 months pregnant because my Skyla expelled from my uterus into my cervix, without me knowing. This however is partially the doctor I was seen by did not do proper follow ups, or check for the placement of the IUD, and disregarded my concerns. However the months prior with the IUD were painful and my period was extremely heavy and would last 2-3 weeks with severe cramps. If you do decide to move forward with Skyla, make sure you have a doctor you trust. As well as you know the complications of this IUD. I'm a 20 year old with now the decision on what to do next and my heart is shattered. Take caution with this IUD. Much love and best wishes to you all.",1
"Wouldn't know...got charged $40 for 2 days' worth, which I just can't afford.",1
I am 40 with 4 kids. I had my tubes tied but have experienced week long heavy clotting periods for a year. So my gyn talked me into the Mirena iud. She told me I would have no periods after the 6 months mark. Well I have had it now 9 months and I haven't stopped bleeding. I would have maybe one week of spotting and then back to full blown heavy bleeding. It's awful!!! I have been bleeding heavily for 3 weeks now with clots and changing a super tampon every hour.  Getting this iud taken out !!!!!! Hate it! My fianc&eacute; and I have gotten use to the mess of trying to have a normal sex life with all this bleeding but it sucks!!!!!,1
"I have been bleeding profusely (clots, steady bleeding) for a year and a half - yes 18 months!!  I have seen 2 different OB-GYNs.  I am 46 and have fibroid tumors and ovarian cysts.  Both doctors have used the try this and see approach and I have been given Provera, Depo Shots, and Beyaz birth control.  None of these have stopped the bleeding.  After taking the Beyaz last December, my blood sugar level rose to 420 and it took a month to get it back to normal.  Of course, now I am considered a diabetic and have to take Metformin every day despite the fact that I was not diabetic or prediabetic before then.  It is ridiculous that these doctors will not consider a permanent treatment option!",1
I have given this through IV at the hospital for migraine without being warned of side effects. Within 12 minutes my entire body felt like it was on fire and I felt unbearably agitated and insane. I was writhing in the bed and gripping at my face and they told me it would pass.  It took a benadryl and about 42 minutes to calm down. Reglan was probably the scariest experience of my life.,1
"Second day after first injection, woke up with the worst case of sour stomach I have ever experienced. Burps were out of control frequent and absolutely disgusting smelling and tasting. Made it to work only to vomit twice in 3 hours... almost messed myself in the process... diarrhea was also in full water effect. Thankfully I was able to leave early (within 1 hour of second episode). I hope these symptoms decrease dramatically and rapidly. Anyone else experience side effects this severe? I am literally unable to leave my bathroom's side. Can not even attempt to work or leave the house without fear of needing a new outfit. I took 1, 1.2 injection.",1
"This has been a terrible experience for me. I've been on Apri for about a year and at first had no major complaints. My periods were still 2 weeks long but they had always been. Over the past 6 months my periods have been miserable. Emotionally I'm a wreck, I cry all the time about everything. I feel like a crazy person but at the same time have no control over the crying. I'm constantly moody and irritable. I sweat like crazy when I have my period and often feel like I'm going to pass out. My periods still last 2 weeks one light week followed by a heavy week. I never had clear skin but this pill has only made it worse. I would not recommend and will be changing within the week so I do not have to experience another month like this.",1
"I have been on the pill for 3 weeks and I've been expierencing hair loss, acne, sore breasts, fatigue, mood swings, and it lowered my milk supply. I also had a little spotting. I have decided to stop taking the pills.",1
"I was put on Depakote ER and Celexa for depression and anxiety.  My mood and depression were helped and it knocked out my migraine headaches completely.  I experienced so many horrible side effects though. I gained 20 pounds in the six months I was on this, I lost my hair, I developed tremors that have not completely subsided, I had horrible stomach problems, heartburn, it made me extremely lethargic, libido was gone. This was just my experience with Depakote and if it weren't for all of the side effects I would have stayed on this medication.  Hope this helps.",1
"Nightmare from the beginning.   Day 1 extreme nausea, dizziness and headaches.  Day 2 was worse,  and had bloody urine.  Stopped taking it.",1
"The song fire comes to mind.  After inserting cream immediate pain, itch and burning.  I thought I was going to die and became short of breath.   I showered I prayed for Gods mercy and it worked.  There was some cramping but mild",1
Stay away from all benzodiazepines If you have BPD. You'll rage like nobody's business the next day.,1
"It's been an hour and a half, took recommended dosage, it's done NOTHING.",1
After 6 months with this IUD I couldn't take it anymore. I HAD to have it removed. I have never ever in my life dealt with depression/anxiety/panic attacks until I got the Copper IUD. (Before the IUD my periods were fairly light and 4-2 days on average. Light PMS. Some back pain) with the IUD  they were 7-8 days. So heavy I had to wear a pad and a jumbo tampon and change every 2 hours HORRIBLE cramping to where my only relieve was laying in bed curled up with heating pad. Midol/Tylenol rarely made a difference. Around my time of PMS I would suddenly feel very very depressed and sooo fatigue. And then my mind would race into a downward spiral where I would then panic I would feel this way forever.... Glad to have this out &amp; be me again!!!!,1
"I started intuniv when I was 11 almost 12 and those first 6 months were hell, I would sleep from the time I got home from school so 3 p.m. until 6 a.m. the next morning and WAS STILL TIRED! I would fall asleep in class or on the bus it was miserable. We told the doctor and she said well just push through it and push through the tiredness, might I add if you were ever on this medicine it is not a tired you can just push through. But I tried to anyways for the next year or so and I would not sleep everyday as much but there were some days where I would sleep the entire days away! It did get better but I would still fall asleep in class and be exhausted constantly!! FINALLY when I was 12 the dr took me off of that and its been so wonderful!!!",1
Worst nightmare ever! I had a slight yi and was on antibiotics so I thought I'll cut it off at the pass and spring for the big guns so I opted for the ovule. Day 1 was fine no real issues. I woke up day 2 with the biggest mother of all itches and it burned too I tried the cream that comes with it made it worse!?! My lady parts swelled . I took oatmeal bath read other reviews and decided it was just a bad reaction. day 3 hives on my thighs and hips. Then the moved to anywhere I scatched a welt would show up. The only relief for the itch was ice but I was a little afraid to get frostbite on my burning deformed lady bits. Day 4 woke up at 4am went to urgent care am on prednisone and Benadryl the Dr said don't ever use again. the end!,1
Took ambien with no problems. Doctor wanted me to come off ambien and try Belsomra. He gave me samples. Took a 10mg dose and it didn't help me fall asleep or stay asleep. Up all night. Then- the weird nightmares. I had hours of vivid nightmarish dreams. Not good. Woke up exhausted. Why would anyone take this medication if it's going to give you nightmares? I'm already an insomniac. I don't need nightmares and hallucinations too. Going back to ambien.,1
"I don't recommend this at all! I know everyone's body react different. At least mine reacted negatively. I had my period for 6 months, started having breast pain and discharge, I was always tired, and oh my gosh acne!! Finally, it was a damn painful process to take it out since it was really hard to find it.",1
"No side effects the first day, after that bloating and nausea. Final day of use prolonged vomiting and diarrhea, over 10 hours before it stopped. Discontinued use and informed doctor.",1
"I was prescribed Cefdinir after getting a sinus infection and bronchitis.  It solved that problem in just a few days, but after 3 days on it, my diarrhea became intolerable, far worse than the original sickness.  I stopped taking Cefdinir.  It's been over 3 weeks now of non-stop gastrointestinal pain that landed me an clonoscopy procedure, stool cultures at the hospital, and persistent diarrhea.  The worst of which culminated in a near black out from pain on the toilet.  My case may have been a rare exception but I'm certain Cefdinir is no friend of mine.",1
In 3 days of use I had itchy scalp within 2 weeks I had to be taken off due to itchy rash on neck and face as it was getting worse. It has been 2 weeks on new medication and I am still having the breakout.,1
"I have had the copper IUD for close to two weeks. Unprotected sex with my boyfriend and long term birth control are the ONLY pros. Cons include: acne, anxiety, low sex drive, fatigue, weight gain (4 pounds in one week). cramps, random shooting pains. I am a thin woman with a high metabolism have found it impossible to lose the weight. I look puffy feel horrible. I wouldn't wish this experience on anyone. I'm getting it removed today.",1
"Have suffered with insomnia for years. Tried many medications with Zolpidem  ER (Generic Ambien ER) 12.2 the only one that helped. Even then, still was not getting great results at times.  Tried 10 mg of Belsomra, hoping for a better result. This was one of the worst nights I have ever had in my life.  Was wide awake until 4:30, followed by horrible, segmented, almost hallucinogenic dreams. After my alarm woke me, I was in the strangest state of mind, where I had to make myself speak. I finally told my husband, I'm sorry, I've got plenty of conversation in my head, but I have to MAKE myself speak.  I was afraid to drive after this, and had my son drive me. This condition eventually got better. One dose. Never again.",1
"Dr gave me 300mg 4 times a day for what they think is infection in my foot after a drawer fell on my foot and had fluid on top of foot with swelling. After 3rd dose throat was swollen. Couldn't swallow made the left side of my chest hurt so bad it felt like a heart attack. I was itching so bad. I was so thirsty. I went to ER, Dr said he had never heard of anyone having a reaction to that med. Gave me a shot of benadryl it helped. It wore off and everything happened again. Days later my stomach is cramping. I have been drinking pedalite &amp; Gatorade. Still feel thirsty. I am allergic to penicillin  bactrim so Dr thought this would be a good one. It is not. This is wicked stuff. NEVER EVER will I take again",1
Bad side effects!,1
"I was given metformin for borderline type 2 diabetes. It made me want to sleep all the time, caused my sugar to go up, and caused stomach pain.  Obviously this medication is not for me. ",1
"I started using Contrave the last two weeks of December.  During the first two weeks of December I was already down 12lbs just from watching what I ate, so in taking this I thought it would really kick my weight loss into high gear.  I was completely wrong.  I took this medication for 6 weeks and did not lose a single pound.  I continued doing what I had been previously, watching what I ate, drinking tons of water, and was up to the 4 pills a day dosage.  The only thing this did was make me nauseous.  Since stopping the medication exactly 6 days ago, I am already down 9lbs.  It is not worth the possible side effects.  I had high hopes for this medication, but was unfortunately let down.",1
"I got Nexplanon abut a year and a half ago and I can not wait until I get it removed. I get frequent migraines, I am having problems fighting depression and major anxiety. I have acne all over my face, my shoulders, my back, and it's even started on my stomach area. I have my period for about 3 weeks every month and it's not just spotting, it is extremely heavy, and I have cramps constantly. My sleeping habits are way out of wack; its either I want to sleep all day or not at all. My appetite has sky rocketed and I feel like I can never get enough to eat and yet I've lost a TON of weight since getting it. I have absolutely no sex drive what so ever. I would never in a million years recommend this to anyone. I hope this gave some insight",1
Went to the ER for a headache along with depression and was given compazine threw an IV an has been feeling detached from reality every since last year of november anybody else feels this way after taking this medicine and what do I need to do to get back to NORMAL all I do is cry and wonder why the doctors didnt warn me before taking this ,1
"DO YOUR RESEARCH BEFORE TAKING! Consult with your doctor but also be aware of the side effects involved. Symptoms include dizziness, fatigue, muscle weakness, slowed speech, muscle spasms, twitching / fidgeting, nightmares. Not for everyone.",1
Began the free trial and took Belviq for 2 full weeks.  No weight loss at all not even a pound!Made me feel very tired and irritable.  Had trouble waking up in the morning. Had dull headache and constipation.  I would highly recommend utilizing the free trial first   This medicine can be very costly.,1
Bottle is almost impossible to open. Who knows if it's effective or not. I suggest get pharmacist to open it for you before you leave the store,1
"I'd rather stay constipated than used this again! Used Coloxyl with Senna to treat 4-day constipation due to a viral stomach bug. Supposed to work in 8 hours but 4 hours after taking 1 tablet i got bad stomach pains, nausea and a general unwell feeling. Lasted all night and into the next morning.",1
Feel like a walking zombie - unable to work or operate in a normal environment.,1
"I was prescribed escitalopram for anxiety and panic attacks. I did not have any difference in anxiety and instead suffered from extreme depression and suicidal thoughts within a few weeks of being on it. My doctor made me promise to try this one for at least 6 weeks and the feeling only got worse and worse. I had to slowly ween myself off (as warned to do), and feel 100x better with that stuff out of my system. Apparently this side effect is rare, but very scary.",1
"I've had this nexplanon since September and at first it was great! I had very light bleeding on and off for about 3 weeks and then it went away. After the bleeding I started to feel myself changing. Feeling  more tired then usual. All I want to do is sleep. and the weight gain is really bad. I use to eat mcdonalds every day, only cause I worked there, and I still was not this big. I can barely fit my jeans and by boobs are so big I had to buy a ton of new bras. I figured I needed to change my diet but I don't even eat as much I used too and I am twice as big as I was. My skin is also getting super dry. I'm getting this taking out as soon as possible because the mood swings are scaring my parents and friends.",1
I developed severe akathisia (restlessness) while taking this medication. I had a difficult time sitting in one place for more than a few minutes and it was absolutely exhausting. I also developed insomnia and TD (tardive dyskinesia) and altogether I would say this medication was very difficult to tolerate. I was happy to be taken off of it.,1
"I have gotten my nexplanon in the middle of march and have gotten it removed thursday. It is effective of not getting you pregnant but the symptoms are not worth it i was thrpwing up,dizzy, having hot flashes, bad ass stomach pains and back pains very far more worst than having another baby. This was my first time receiving any borth control and will be the last cause of this have me feeling like this aint no telling what the other ones will do to me ! I DO NOT RECOMMEND THIS BIRTH CONTROL TO ANYONE!",1
I have needed to get my four wisdom teeth pulled out for 2 years now. And just on this medication until surgery. My  mandible which is my lower jaw and gums are very swollen and infected not so much  pain in my upper areas in my mouth. My dentist prescribed me Tylenol #3 with codeine and antibiotics . Tylenol 3 is a joke it does not help with my pain at all it just makes me very drowsy. When I do rest the pain is still severe.,1
"Over the last 4yrs ever since having my nexaplon implant I have had serious mental and physical health problems and it's completely affected my life and everything in it. The pain is unbearable sometimes, it says it's does stop your periods but to not have one for nearly 2yrs can't be healthy. My depression and anxiety have gone through the roof and I'm always tired but can't sleep. It has gotten to the point where I'm ready to cut my arm off but I didn't believe that something so little that is supposed to help you could cause so many life changing problems! I would not recommend this birth control to anyone I'm 21, nearly 22 and this has ruined my life and changed me as a person completely I don't ever feel happy or like myself!",1
"Only positive: I have PCOS  this pill cleared my acne up nicely. This pill made me feel like an absolute raging psycho. I am angry, irritable, depressed, tired, and just absolutely so miserable on this pill. I've also gained about 12 pounds (lots in my stomach) in the last 7 months since I started it, and have developed melasma. I've been on numerous birth control pills and this is THE WORST. Changing pills ASAP. I'm tired of feeling this awful. Hope your experience is better if you're reading this.",1
It gave me a brownish dishcharge that would not go away until I pulled it out for good.  It also did not stay flush  to my cervix as I expected it would.,1
I just inserted the cream. It feels like I am being burned from the inside. WARNING: DO NOT USE THIS PRODUCT. I am heading over to CVS tomorrow to return this. As soon it was inserted I wanted to cry. I wanted to get it all out. If it feels any worse I am going to urgent care. This company needs to have a class action law suit against it. This product should not be INSERTED into people. DO NOT RECOMMEND!!!',1
"Wasn't too bad to insert. First 3 months I had continuous spotting. Period stopped after 3 months. At first it felt fine.. Developed GAD and anxiety disorders half a year in and started crying for no reason at everything and had to see a therapist twice. I thought it was just me going crazy until a year passed and I got my period all of a sudden. My monthly periods then would last 10-12 days and hurt like hell. Cramping was UNBEARABLE. I never cramped on BC pills or off BC pills, but all the time on Mirena. I was depressed, tired, gained 10lb and was always hungry, anxious 24/7, and sensitive to every little thing. Removed my IUD after a year and a half of use and switched back to BC. VERY disappointed with this- I had such high hopes",1
"Do NOT take this medication at all costs!!! Ended up in the ER after 3 dosages. Doctor's can't tell what's going on wiht me. I'm going to see another doc this week to do more tests. I still feel very dizzy, weak, having heart palpitations, can't concentrate, anxious, depressed...I'm going crazy because of this stupid drug!!!!!!!!",1
"I've been using linzess 290 for a couple of years off and on because if stops working after a couple of months. I started it again and I'm finishing up my 2nd bottle and nothing. No results whatsoever. I use enemas a couple times a week and all I can get out are hard, round, tiny, rock like poop is all I get. I don't know what else to do.",1
"Was treated for a urinary tract infection but I had no symptoms, so I really don't know if it actually helped. But I ended up with a yeast infection afterwards. Only took it for 3 days.",1
I've been sick for 3 weeks and a doctor at an Emergency Med place prescribed this for my nagging cough. In the past when I've been sick with something like this I was prescribed a narcotic cough medicine which helped me get the sleep I need. I was hesitant to take a pill and came on this site. My own intuition was telling me NOT to take the pills. All of these negative reviews have helped me confirm what I already felt inside!,1
"I don't recommend this birth control to anyone.  Ever since I got it in, it has been a non-stop emotional roller coaster, my mood swings are out of control. Also no sex drive, no energy and weight gain.  But the worst part is I tend to have 2 or more periods in a month. Started my period,  after 7 days it stopped, two days later I am bleeding heavy again,  was on my period for another 9 days.  One time I heavily bled for 20 days straight. I'm getting this taken out.",1
"I was placed on Cymbalta for chronic pain as a result from injuries sustained in a head on car accident right before my 19th birthday that also caused 2 very rare recessive gene's to activate (hemiplegic migraines (neurological migraines) and Raynauds disease (circulation disorder) in my lower leg's and feet). At first the pain control was unbelievable. However, 2-3 months into my treatment I began having psychological repercussions where I felt like all my emotions were trapped inside my head. Although I felt angry, sad, happy, etc, I was unable to exhibit those emotions. Cymbalta was discontinued. My head injury was suspected to be the issue as to why I had the adverse reactions I did because my brain didn't function or process normally.",1
"This was the WORST product I have ever used!  Within an hour of using Monistat 1, I had severe itching and burning.  I was frantic to get it out and resorted to a vinegar wash and a few warm water washes.  I have probably now just given myself a bacterial infection on top of everything else, but the itching and pain were SEVERE!!!  I would never recommend this product for anyone.  STAY AWAY!!!!",1
"I had the implant for three months and then had it removed. I became very emotional, overly sensitive and very depressed. I initially did not recognize that this was being caused by the implant but as soon as I did I made the appointment to have it removed. I felt significantly better within a few days. I know everyone is different so I am not writing this to deter anyone from getting it but rather to share my experience.",1
My Mother took Aricept 2 mg. for one week.  She has vivid dreams and can not tell if they are in fact dreams or real. Also very tired.,1
"I tried this medication for insomnia.  I had been taking Restoril 30 mg to help me sleep but it had stopped working as well. My doctor gave me samples of Belsomra to try and said I needed to start at 10 mg but it probably wouldn't work until I titrated up to 20 mg.  I had the worst night I've had in a long time after taking this. I became confused and upset.  I began crying and became dizzy and felt as though I couldn't breathe. I was terrified to go to sleep. I apparently did fall asleep at some point after lying awake trying to keep from going to sleep due to fear. I had horrible dreams.  Never taking this again. Worst night I can remember in a long long time. I've felt horrible all day, groggy, and nervous.",1
"I got this for the same reason as everyone else, because I hate taking the pill. I must say I give it a 10 for birth control considering I'm constantly on my period, so I can't have sex anyway. It's been three months that I've been on my period, and the constant bleeding caused a bacterial infection which then led to problems with UTIs. I am miserable, but my doctor made me sign an agreement saying I couldn't get it removed because of period problems, so now I'm stuck. I would not suggest this product to anyone who plans on having sex in the next six months or doesn't want to pay to constantly buy pads or tampons. It is becoming expensive and not worth all of this hassle.",1
